kcat8,tau7,IFN
6.503,6.1214368,0.10415122291113521
7.52978947368421,6.1214368,0.09428042936421373
8.55657894736842,6.1214368,0.07911731410362687
9.583368421052631,6.1214368,0.019033945560169734
10.610157894736842,6.1214368,0.0023035199214844213
11.636947368421053,6.1214368,-1.6551820794598584
12.663736842105264,6.1214368,0.004342195377256946
13.690526315789473,6.1214368,-0.0007042606192423006
14.717315789473684,6.1214368,-0.0007432391677236839
15.744105263157895,6.1214368,-5.355338308461002e-5
16.770894736842106,6.1214368,-5.5107154349635045e-6
17.797684210526317,6.1214368,0.001346629721540488
18.824473684210528,6.1214368,-6.890430943406144e-5
19.85126315789474,6.1214368,0.0009917986771434887
20.878052631578946,6.1214368,-0.0025731016573622583
21.904842105263157,6.1214368,-6.297364263179615e-7
22.931631578947368,6.1214368,3.209162947115783e-6
23.95842105263158,6.1214368,7.607040938146464e-6
24.98521052631579,6.1214368,-1.044576686089887e-6
26.012,6.1214368,-0.0009258308195070818
6.503,7.087979452631579,0.30592082819369115
7.52978947368421,7.087979452631579,0.25572680672161624
8.55657894736842,7.087979452631579,0.13145138307058576
9.583368421052631,7.087979452631579,-0.011623713843983023
10.610157894736842,7.087979452631579,0.005239391764213562
11.636947368421053,7.087979452631579,0.013851500370084324
12.663736842105264,7.087979452631579,0.0038746739700835356
13.690526315789473,7.087979452631579,0.0024816424958606525
14.717315789473684,7.087979452631579,-0.00019510922932987123
15.744105263157895,7.087979452631579,0.0005293102648984261
16.770894736842106,7.087979452631579,-5.864868549924259e-5
17.797684210526317,7.087979452631579,-5.644265439227917e-5
18.824473684210528,7.087979452631579,-0.0001534753169338003
19.85126315789474,7.087979452631579,-7.993757081580993e-6
20.878052631578946,7.087979452631579,0.0015132586945978562
21.904842105263157,7.087979452631579,-3.6995218916716033e-6
22.931631578947368,7.087979452631579,-0.00021605030727927103
23.95842105263158,7.087979452631579,4.816398261958992e-6
24.98521052631579,7.087979452631579,-2.23854195583627e-6
26.012,7.087979452631579,1.882687478920182e-5
6.503,8.054522105263159,0.17006020925633525
7.52978947368421,8.054522105263159,0.3636554810497113
8.55657894736842,8.054522105263159,0.1708093291100181
9.583368421052631,8.054522105263159,0.08184090373417924
10.610157894736842,8.054522105263159,0.060733914259980724
11.636947368421053,8.054522105263159,0.015320826844630585
12.663736842105264,8.054522105263159,0.0003619723450163902
13.690526315789473,8.054522105263159,0.0005799426280796597
14.717315789473684,8.054522105263159,-0.000172001030550054
15.744105263157895,8.054522105263159,6.507307170850395e-5
16.770894736842106,8.054522105263159,-0.0012614581754116035
17.797684210526317,8.054522105263159,-0.001386730993929128
18.824473684210528,8.054522105263159,0.001880772220869202
19.85126315789474,8.054522105263159,0.0006412721909396407
20.878052631578946,8.054522105263159,-3.652460675072212e-5
21.904842105263157,8.054522105263159,-5.436596283276861e-6
22.931631578947368,8.054522105263159,-2.063077554297734e-6
23.95842105263158,8.054522105263159,-4.376474442466875e-5
24.98521052631579,8.054522105263159,-1.0025179247976267e-5
26.012,8.054522105263159,7.824769225255428e-7
6.503,9.021064757894736,1.56724386562115
7.52978947368421,9.021064757894736,0.9492659362263137
8.55657894736842,9.021064757894736,0.36818173269457405
9.583368421052631,9.021064757894736,0.23741800202720678
10.610157894736842,9.021064757894736,0.14579468536138215
11.636947368421053,9.021064757894736,0.056343367384134105
12.663736842105264,9.021064757894736,0.024950744624318757
13.690526315789473,9.021064757894736,0.01316397072418237
14.717315789473684,9.021064757894736,0.0059842192955797575
15.744105263157895,9.021064757894736,0.000830743738077959
16.770894736842106,9.021064757894736,-0.0003906684855867825
17.797684210526317,9.021064757894736,9.607656309040447e-5
18.824473684210528,9.021064757894736,-0.0004240508449052166
19.85126315789474,9.021064757894736,2.0461141991987264e-6
20.878052631578946,9.021064757894736,2.123195246464917e-5
21.904842105263157,9.021064757894736,-1.2212478390392482e-6
22.931631578947368,9.021064757894736,9.741145446571358e-5
23.95842105263158,9.021064757894736,0.0017416422371467032
24.98521052631579,9.021064757894736,0.00011467000911686103
26.012,9.021064757894736,3.329440425879838e-5
6.503,9.987607410526316,2.40530796277317
7.52978947368421,9.987607410526316,1.78003631872161
8.55657894736842,9.987607410526316,0.9247315090980553
9.583368421052631,9.987607410526316,0.5761097475115688
10.610157894736842,9.987607410526316,0.2807726076887626
