kcat8,tau7,IFN
6.503,6.1214368,1.6623625670730367e-5
7.52978947368421,6.1214368,3.0862912303753645e-7
8.55657894736842,6.1214368,9.243495711019949e-7
9.583368421052631,6.1214368,4.289572187822121e-5
10.610157894736842,6.1214368,-5.775575548797494e-7
11.636947368421053,6.1214368,-2.7336085669446094e-6
12.663736842105264,6.1214368,-9.410187510875803e-7
13.690526315789473,6.1214368,6.443036808868996e-6
14.717315789473684,6.1214368,-1.138959002315812e-5
15.744105263157895,6.1214368,9.166145301740502e-6
16.770894736842106,6.1214368,-1.0325185182445785e-5
17.797684210526317,6.1214368,1.0907166298822721e-6
18.824473684210528,6.1214368,9.385004753666117e-7
19.85126315789474,6.1214368,-1.6740796432155236e-7
20.878052631578946,6.1214368,-1.0823166759247693e-5
21.904842105263157,6.1214368,0.0002461872860287339
22.931631578947368,6.1214368,7.574599043998772e-5
23.95842105263158,6.1214368,6.366388000114816e-7
24.98521052631579,6.1214368,-1.4451400960537952e-6
26.012,6.1214368,1.9143222810742986e-6
6.503,7.087979452631579,-5.919454210514217e-6
7.52978947368421,7.087979452631579,-8.074057963263045e-7
8.55657894736842,7.087979452631579,1.240283742603688e-7
9.583368421052631,7.087979452631579,-8.153970592088692e-7
10.610157894736842,7.087979452631579,-4.595621095410278e-5
11.636947368421053,7.087979452631579,1.9762053241502014e-7
12.663736842105264,7.087979452631579,5.254099964295561e-6
13.690526315789473,7.087979452631579,-6.694917641383524e-7
14.717315789473684,7.087979452631579,-3.8947075570223e-7
15.744105263157895,7.087979452631579,-2.629051271032294e-7
16.770894736842106,7.087979452631579,-2.0314797302468116e-5
17.797684210526317,7.087979452631579,6.731520859987968e-7
18.824473684210528,7.087979452631579,-1.3346766544572637e-6
19.85126315789474,7.087979452631579,-3.132465284824559e-5
20.878052631578946,7.087979452631579,-6.306154432760947e-5
21.904842105263157,7.087979452631579,1.1607784485681564e-6
22.931631578947368,7.087979452631579,1.4059287870727492e-5
23.95842105263158,7.087979452631579,-7.465162450507613e-5
24.98521052631579,7.087979452631579,2.657624657183268e-5
26.012,7.087979452631579,-7.944770071402265e-6
6.503,8.054522105263159,-9.73649362312728e-7
7.52978947368421,8.054522105263159,-1.1664721702272427e-7
8.55657894736842,8.054522105263159,-6.440488785948496e-6
9.583368421052631,8.054522105263159,-1.674926980797186e-5
10.610157894736842,8.054522105263159,4.419471413375716e-7
11.636947368421053,8.054522105263159,-1.823404979951211e-7
12.663736842105264,8.054522105263159,-8.741188869843627e-6
13.690526315789473,8.054522105263159,2.9826136942575195e-5
14.717315789473684,8.054522105263159,2.42535339754781e-7
15.744105263157895,8.054522105263159,-1.7525181779919e-7
16.770894736842106,8.054522105263159,-2.319509554235081e-6
17.797684210526317,8.054522105263159,-1.177855272313376e-5
18.824473684210528,8.054522105263159,-5.854991001206285e-7
19.85126315789474,8.054522105263159,4.388041861547864e-5
20.878052631578946,8.054522105263159,3.960089646495294e-5
21.904842105263157,8.054522105263159,6.796070181418644e-7
22.931631578947368,8.054522105263159,4.5989619922230175e-6
23.95842105263158,8.054522105263159,-4.222314479659606e-8
24.98521052631579,8.054522105263159,-5.8712142839319596e-8
26.012,8.054522105263159,-6.08428116578362e-6
6.503,9.021064757894736,3.666343906875794e-5
7.52978947368421,9.021064757894736,-6.772173735481695e-7
8.55657894736842,9.021064757894736,4.7670594539500846e-7
9.583368421052631,9.021064757894736,-1.3624171118471807e-6
10.610157894736842,9.021064757894736,-2.5775215770429807e-6
11.636947368421053,9.021064757894736,3.116034710119362e-6
12.663736842105264,9.021064757894736,5.4240909096819e-8
13.690526315789473,9.021064757894736,5.976663435675832e-6
14.717315789473684,9.021064757894736,-2.834330207532249e-6
15.744105263157895,9.021064757894736,5.890871955606812e-7
16.770894736842106,9.021064757894736,7.272795609293541e-8
17.797684210526317,9.021064757894736,5.583622489508968e-7
18.824473684210528,9.021064757894736,-7.01287832334956e-8
19.85126315789474,9.021064757894736,-1.3198966721222984e-7
20.878052631578946,9.021064757894736,2.9498053515139175e-6
21.904842105263157,9.021064757894736,-4.618654827673902e-7
22.931631578947368,9.021064757894736,-7.276743833139722e-7
23.95842105263158,9.021064757894736,8.855101514782063e-7
24.98521052631579,9.021064757894736,-2.9870776608145217e-5
26.012,9.021064757894736,4.431591408433775e-7
6.503,9.987607410526316,-2.480938093652755e-7
7.52978947368421,9.987607410526316,4.219601863388332e-8
8.55657894736842,9.987607410526316,5.520571765274116e-8
9.583368421052631,9.987607410526316,3.017029890894533e-8
10.610157894736842,9.987607410526316,2.044642767128152e-7
11.636947368421053,9.987607410526316,1.390779474818629e-7
12.663736842105264,9.987607410526316,4.2015098069041654e-5
13.690526315789473,9.987607410526316,-1.1180569761841397e-5
14.717315789473684,9.987607410526316,-2.196127718041128e-7
15.744105263157895,9.987607410526316,4.040210793426876e-6
16.770894736842106,9.987607410526316,-1.0140109289941882e-6
17.797684210526317,9.987607410526316,4.904874991473502e-7
18.824473684210528,9.987607410526316,-1.698902931175881e-6
19.85126315789474,9.987607410526316,1.0895987179499881e-5
20.878052631578946,9.987607410526316,1.1274612442454077e-5
21.904842105263157,9.987607410526316,7.522727823318036e-6
22.931631578947368,9.987607410526316,2.293110042540857e-7
23.95842105263158,9.987607410526316,-2.3566417875108272e-8
24.98521052631579,9.987607410526316,1.6602958466239882e-6
26.012,9.987607410526316,1.3261318411644517e-7
6.503,10.954150063157895,2.881757451427164e-6
7.52978947368421,10.954150063157895,-3.808481882069467e-7
8.55657894736842,10.954150063157895,-1.3862388804076308e-6
9.583368421052631,10.954150063157895,-3.487400647828635e-7
10.610157894736842,10.954150063157895,3.697317209226088e-7
